"key","title","year","month","day","journal","issn","volume","issue","pages","authors","url","language","publisher","location","abstract","notes","studyID"
"Skelly2001198","Venue and outcome in ecological experiments: Manipulations of larval anurans",2001,1,1,"Oikos","0030-1299",94,NA,"198-208","Skelly, D.K. and Kiesecker, J.M.","10.1034/j.1600-0706.2001.t01-1-11105.x","",NA,NA,"The choice of venue is believed to be a critical decision for ecologists conducting experiments, yet the existence of tradeoffs in design and the impact of venue on outcome have not been quantitatively evaluated. To these ends we reviewed a set of 227 comparisons from 52 studies designed to quantify the effect of density on the growth performance of larval anurans. We predicted that both design and outcome would be related to experimental venue (laboratory, mesocosm, and field). We found that, in contrast to our predictions, laboratory experiments did not include more factors or yield more precise estimates of responses compared with mesocosm and field manipulations. In partial support of our prediction, we found that laboratory experiments did utilize somewhat larger numbers of replicates and included more levels per factor compared to the alternative venues. In addition we found that, as predicted, raising tadpoles at higher densities of conspecifics, or in the presence of heterospecifics tended to decrease growth. This effect, consistent with competition, was strongly dependent on experimental venue. In particular, we found that interspecific effects were much stronger in mesocosm versus field manipulations. This result is particularly relevant because conceptions of amphibian assemblages have included interspecific competition as integral to natural patterns of amphibian distribution. We conclude that hypothesized trade-offs among experimental venues have not acted in a particularly strong way in shaping the design of tadpole density manipulations. However, venue may mediate strong effects on the outcome of such experiments. Quantification of such methodology based biases will help ecologists more effectively match the goals of their experiments with decisions regarding venue."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch59"
"Smokorowski200715","Effect of a change in physical structure and cover on fish and fish habitat in freshwater ecosystems- A review and meta-analysis",2007,1,1,"Environmental Reviews","",15,NA,"15-41","Smokorowski, K.E. and Pratt, T.C.","10.1139/a06-007","",NA,NA,"Aquatic resource managers are continually faced with construction or site development proposals which, if allowed to proceed, would ultimately alter the physical structure and cover of fish habitat. In the absence of clear quantitative guidelines linking the change in habitat to fish, resource managers often use the change in habitat area as a basis for decisions. To assess the weight of scientific evidence in support of management decisions, we summarized both the observational and experimental freshwater fish-habitat literature. We then extracted data from experimental studies (where possible) for inclusion in a meta-analysis, to provide a more rigorous assessment of the published results of experimental habitat manipulations. We found relatively strong and consistent correlational evidence linking fish and physical habitat features, yet inconsistent evidence when narratively reviewing the experimental literature. On the whole, decreases in structural habitat complexity are detrimental to fish diversity and can change species composition. Increases in structural complexity showed increases, decreases, or no measurable changes in species and (or) communities. The majority of our meta-analyses resulted in supporting a direct link between habitat and fish abundance or biomass, with fish biomass responding most strongly to habitat change. Habitat alterations are most likely to affect individual species or community structure, and thus evaluating the extent of the effect on a biological basis depends on management objectives.  2007 NRC Canada."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch60"
"sterblom2008967","Junk-food in marine ecosystems",2008,1,1,"Oikos","0030-1299",117,NA,"967-977","sterblom, H. and Olsson, O. and Blenckner, T. and Furness, R.W.","10.1111/j.0030-1299.2008.16501.x","",NA,NA,"The abundance and availability of food are critical determininants of reproductive success and population dynamics of marine top predators. However, recent work has indicated that the quality of the food may also be critically important for some marine predators. The 'junkfood hypothesis' was originally suggested as a potential explanation for a dramatic population decline of Stellers sea lions Eumetopias jubatus in the Gulf of Alaska. According to the hypothesis, a dietary switch to prey of low energy content led to detrimental effects on the population of sea lions. A number of observations indicate that the hypothesis is relevant for several population parameters. Recent work on piscivorous seabirds has provided substantial evidence indicating the relevance of this hypothesis in food webs in e.g. the North Pacific, the North Sea and the Baltic Sea. The emergence of 'junk-food' in these systems may be coupled to large scale changes in climatological and oceanographic forcing, although predation, fishing and competition provide additional plausible hypotheses. It may be possible to predict which kinds of animals will be particularly sensitive to food quality; these seem to be species with limited ability to carry food loads, with energetically-expensive foraging behaviour, and with digestive anatomy evolved to minimize mass at the cost of digestive efficiency. This review suggests that the junk-food hypothesis is a highly relevant factor in relation to sustaining ecosystem resilience, and is an important consideration in ecosystem management. Sustaining healthy populations of marine top-predators requires an understanding of the role of food quality, in addition to food abundance and availability.  2008 The Authors."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch61"
"Thompson2018517","An improved null model for assessing the net effects of multiple stressors on communities",2018,1,1,"Global Change Biology","1354-1013",24,NA,"517-525","Thompson, P.L. and MacLennan, M.M. and Vinebrooke, R.D.","10.1111/gcb.13852","",NA,NA,"Ecological stressors (i.e., environmental factors outside their normal range of variation) can mediate each other through their interactions, leading to unexpected combined effects on communities. Determining whether the net effect of stressors is ecologically surprising requires comparing their cumulative impact to a null model that represents the linear combination of their individual effects (i.e., an additive expectation). However, we show that standard additive and multiplicative null models that base their predictions on the effects of single stressors on community properties (e.g., species richness or biomass) do not provide this linear expectation, leading to incorrect interpretations of antagonistic and synergistic responses by communities. We present an alternative, the compositional null model, which instead bases its predictions on the effects of stressors on individual species, and then aggregates them to the community level. Simulations demonstrate the improved ability of the compositional null model to accurately provide a linear expectation of the net effect of stressors. We simulate the response of communities to paired stressors that affect species in a purely additive fashion and compare the relative abilities of the compositional null model and two standard community property null models (additive and multiplicative) to predict these linear changes in species richness and community biomass across different combinations (both positive, negative, or opposite) and intensities of stressors. The compositional model predicts the linear effects of multiple stressors under almost all scenarios, allowing for proper classification of net effects, whereas the standard null models do not. Our findings suggest that current estimates of the prevalence of ecological surprises on communities based on community property null models are unreliable, and should be improved by integrating the responses of individual species to the community level as does our compositional null model.  2017 John Wiley & Sons Ltd"," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch62"
"Thomsen2011899","A broad framework to organize and compare ecological invasion impacts",2011,1,1,"Environmental Research","0013-9351 DO  - http://dx.doi.org/10.1016/j.envres.2014.05.005",111,NA,"899-908","Thomsen, M.S. and Olden, J.D. and Wernberg, T. and Griffin, J.N. and Silliman, B.R.","10.1016/j.envres.2011.05.024","",NA,NA,"Invasive species have transformed local, regional and global biotas; however, few generalities about the mechanisms driving impacts of invaders have emerged. To explain variation in impacts among studies, we propose a broad framework that separates drivers of impacts into universal and unique attributes of the invasive species and the invaded habitat. Universal attributes are relevant to all invasions whereas unique attributes are distinct to a specific invasion. For example, impacts associated with the abundance of any invader or the properties of a specific invader (e.g., a rare toxin) represent a universal and unique impact attribute. Through meta-analyses of aquatic field experiments, we demonstrate the utility of our framework, documenting that both the abundance and the taxonomic identity of the invader significantly influence invasion outcomes for marine and freshwater plant and animal invaders. Our review also highlights that many more experiments are needed to test for universal attributes, such as priority effects, age and size, and how the attributes of the invaded habitat further modify invasion impacts. We hope that our framework will stimulate experimental invasion ecology and begin to reconcile the idiosyncrasies that currently impede the development of a unified framework for invasion impacts.  2011 Elsevier Inc."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch63"
"Thomsen201439","Impacts of marine invaders on biodiversity depend on trophic position and functional similarity",2014,1,1,"Marine Ecology Progress Series","0171-8630",495,NA,"39-47","Thomsen, M.S. and Byers, J.E. and Schiel, D.R. and Bruno, J.F. and Olden, J.D. and Wernberg, T. and Silliman, B.R.","10.3354/meps10566","",NA,NA,"Impacts of marine invaders on local biodiversity have not been analyzed across invasive species and invaded habitats. We conducted a meta-analysis of 56 field experiments published in 29 papers that examined the effects of marine invaders on local species richness, diversity, and/or evenness. We show that invaders, across studies, typically have negative effects on biodiversity within a trophic level but positive effects on biodiversity of higher trophic levels. For example, both plants and sessile filter-feeders had positive effects on richness and diversity of mobile consumers. The contrasting negative and positive effects on similar versus higher trophic levels are potentially manifested through community-wide antagonism (competition and consumption) versus facilitation (habitat and food provisioning) interactions, respectively. These relation ships extended to functional interactions, as sessile invaders had negative effects on the biodiversity of sessile communities (intra-functional interactions) but positive effects on the biodiversity of mobile communities (inter-functional interactions). Our analyses highlight the importance of pairing attributes of the invader and the impacted organisms to obtain simple predictions of how the diversity of entire communities may respond to species invasions on local scales. We also note that our analysis did not require information on co-evolutionary history but that such data, coupled with long-term large-scale mensurative data, are needed to gain a comprehensive predictive insight into invasion impact.  Inter-Research 2014."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch64"
"Verd2004414","Bridging meta-analysis and the comparative method: A test of seed size effect on germination after frugivores gut passage",2004,1,1,"Oecologia","0029-8549",138,NA,"414-418","Verd, M. and Traveset, A.","10.1007/s00442-003-1448-4","",NA,NA,"Most studies using meta-analysis try to establish relationships between traits across taxa from interspecific databases and, thus, the phylogenetic relatedness among these taxa should be taken into account to avoid pseudoreplication derived from common ancestry. This paper illustrates, with a representative example of the relationship between seed size and the effect of frugivore's gut on seed germination, that meta-analytic procedures can also be phylogenetically corrected by means of the comparative method. The conclusions obtained in the meta-analytical and phylogenetical approaches are very different. The meta-analysis revealed that the positive effects that gut passage had on seed germination increased with seed size in the case of gut passage through birds whereas decreased in the case of gut passage through non-flying mammals. However, once the phylogenetic relatedness among plant species was taken into account, the effects of gut passage on seed germination did not depend on seed size and were similar between birds and non-flying mammals. Some methodological considerations are given to improve the bridge between the meta-analysis and the comparative method."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch65"
"Verdolin2006457","Meta-analysis of foraging and predation risk trade-offs in terrestrial systems",2006,1,1,"Behavioral Ecology and Sociobiology","0340-5443     1432-0762",60,NA,"457-464","Verdolin, J.L.","10.1007/s00265-006-0172-6","",NA,NA,"Although there is ample evidence for the generality of foraging and predation trade-offs in aquatic systems, its application to terrestrial systems is less comprehensive. In this review, meta-analysis was used to analyze experiments on giving-up-densities in terrestrial systems to evaluate the overall magnitude of predation risk on foraging behavior and experimental conditions mediating its effect. Results indicate a large and significant decrease in foraging effort as a consequence of increased predation risk. Whether experiments were conducted under natural or artificial conditions produced no change in the overall effect predation had on foraging. Odor and live predators as a correlate of predation risk had weaker and nonsignificant effects compared to habitat characteristics. The meta-analysis suggests that the effect of predation risk on foraging behavior in terrestrial systems is strongly dependent on the type of predation risk being utilized.  Springer-Verlag 2006."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch66"
"Vidal.Martnez201044","Can parasites really reveal environmental impact?",2010,1,1,"Trends in Parasitology","",26,NA,"44-51","Vidal-Martnez, V.M. and Pech, D. and Sures, B. and Purucker, S.T. and Poulin, R.","10.1016/j.pt.2009.11.001","",NA,NA,"This review assesses the usefulness of parasites as bioindicators of environmental impact. Relevant studies published in the past decade were compiled; factorial meta-analysis demonstrated significant effects and interactions between parasite levels and the presence and concentration of various pollutants and/or environmental stressors. These effects and interactions were also evident in subsets of studies that used different methods such as field surveys or experimental exposure. From this meta-analysis we conclude that parasites are useful bioindicators of environmental impact. Further, by examining aspects of study design, we put forward recommendations for the design of future studies to evaluate anthropogenic impact on host-parasite interactions and increase the efficiency of environmental monitoring programs.  2009 Elsevier Ltd."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch67"
"Wahl20041962","UV effects that come and go: A global comparison of marine benthic community level impacts",2004,1,1,"Global Change Biology","1354-1013",10,NA,"1962-1972","Wahl, M. and Molis, M. and Davis, A. and Dobretsov, S. and Drr, S.T. and Johansson, J. and Kinley, J. and Kirugara, D. and Langer, M. and Lotze, H.K. and Thiel, M. and Thomason, J.C. and Worm, B. and Ben-Yosef, D.Z.","10.1111/j.1365-2486.2004.00872.x","",NA,NA,"Ambient UV radiation has substantially increased during decades, but its impact on marine benthic communities is hardly known. The aim of this study was to globally compare and quantify how shallow hard-bottom communities are affected by UV during early succession. Identical field experiments in 10 different coastal regions of both hemispheres produced a consistent but unexpected pattern: (i) UV radiation affected species diversity and community biomass in a very similar manner, (ii) diversity and biomass were reduced to a larger extent by UVA than UVB radiation, (iii) ambient UV levels did not affect the composition of the communities, and (iv) any UV effects disappeared during species succession after 2-3 months. Thus, current levels of UV radiation seem to have small, predictable, and transient effects on shallow marine hard-bottom communities.  2004 Blackwell Publishing Ltd."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch68"
"Watson2013190","What drives population-level effects of parasites? Meta-analysis meets life-history",2013,1,1,"International Journal for Parasitology: Parasites and Wildlife","",2,NA,"190-196","Watson, M.J.","10.1016/j.ijppaw.2013.05.001","",NA,NA,"Parasites are considered drivers of population regulation in some species; unfortunately the research leading to this hypothesis has all been conducted on managed populations. Still unclear is whether parasites have population-level effects in truly wild populations and what life-history traits drive observed virulence. A meta-analysis of 38 data sets where parasite loads were altered on non-domesticated, free-ranging wild vertebrate hosts (31 birds, 6 mammals, 1 fish) was conducted and found a strong negative effect of parasites at the population-level (g= 0.49). Among different categories of response variables measured, parasites significantly affected clutch size, hatching success, young produced, and survival, but not overall breeding success. A meta-regression of effect sizes and life-history traits thought to determine parasite virulence indicate that average host life span may be the single most important driver for understanding the effects of parasites. Further studies, especially of long-lived hosts, are necessary to prove this hypothesis.  2013 The Authors."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch69"
"Worm2002848","Consumer versus resource control of species diversity and ecosystem functioning",2002,1,1,"Nature","1476-4687",417,NA,"848-851","Worm, B. and Lotze, H.K. and , Hillebr and , H. and Sommer, U.","10.1038/nature00830","",NA,NA,"A key question in ecology is which factors control species diversity in a community. Two largely separate groups of ecologists have emphasized the importance of productivity or resource supply, and consumers or physical disturbance, respectively. These variables show unimodal relationships with diversity when manipulated in isolation. Recent multivariate models, however, predict that these factors interact, such that the disturbance-diversity relationship depends on productivity, and vice versa. We tested these models in marine food webs, using field manipulations of nutrient resources and consumer pressure on rocky shores of contrasting productivity. Here we show that the effects of consumers and nutrients on diversity consistently depend on each other, and that the direction of their effects and peak diversity shift between sites of low and high productivity. Factorial meta-analysis of published experiments confirms these results across widely varying aquatic communities. Furthermore, our experiments demonstrate that these patterns extend to important ecosystem functions such as carbon storage and nitrogen retention. This suggests that human impacts on nutrient supply and food-web structure have strong and inter-dependent effects on species diversity and ecosystem functioning, and must therefore be managed together."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch70"
"X.ISI.000171491200004","Meta-analysis in ecology",2001,1,1,NA,NA,32,NA,"199-247","Gurevitch, J and Curtis, PS and Jones, MH","10.1016/S0065-2504(01)32013-5","",NA,NA,NA," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch71"
"X.ISI.000209380500010","Use of quality control charts for detection of outliers and temporal trends in cumulative meta-analysis",2010,1,1,"RESEARCH SYNTHESIS METHODS","",1,NA,"297-307","Kulinskaya, Elena and Koricheva, Julia","10.1002/jrsm.29","",NA,NA,"Cumulative meta-analysis (CMA) aims to aggregate accumulating evidence. Essentially a visual tool, CMA should be supplemented by formal statistical methods for assessment of the significance of the accumulating evidence, and for detection of temporal trends in effect sizes. These methods should also take into account multiple testing inherent in CMA. We review the existing methods for detection of temporal trends in effect sizes and suggest a new approach, namely the use of standard quality control (QC) charts, in particular (X) over bar charts and CUSUM charts, to detect possible outliers and trends over time. We discuss the application of the QC charts to four popular measures of effect size: the odds ratios, the relative risks, the correlation coefficients and the standardized mean differences. Applications of QC charts are illustrated by three meta-analysis examples from medicine, ecology and evolutionary biology. Copyright (C) 2011 John Wiley \& Sons, Ltd."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch72"
"X.ISI.000234527600003","Consequences of simultaneous elevation of carbon dioxide and temperature for plant-herbivore interactions: a metaanalysis",2006,1,1,"GLOBAL CHANGE BIOLOGY","",12,NA,"27-41","Zvereva, EL and Kozlov, MV","10.1111/j.1365-2486.2005.01086.x","",NA,NA,"The effects of elevated carbon dioxide on plant-herbivore interactions have been summarized in a number of narrative reviews and metaanalyses, while accompanying elevation of temperature has not received sufficient attention. The goal of our study is to search, by means of metaanalysis, for a general pattern in responses of herbivores, and plant characteristics important for herbivores, to simultaneous experimental increase of carbon dioxide and temperature (ECET) in comparison with both ambient conditions and responses to elevated CO2 (EC) and temperature (ET) applied separately. Our database includes 42 papers describing studies of 31 plant species and seven herbivore species. Nitrogen concentration and C/N ratio in plants decreased under both EC and ECET treatments, whereas ET had no significant effect. Concentrations of nonstructural carbohydrates and phenolics increased in EC, decreased in ET and did not change in ECET treatments, whereas terpenes did not respond to EC but increased in both ET and ECET; leaf toughness increased in both EC and ECET. Responses of defensive secondary compounds to treatments differed between woody and green tissues as well as between gymnosperm and angiosperm plants. Insect herbivore performance was adversely affected by EC, favoured by ET, and not modified by ECET. Our analysis allowed to distinguish three types of relationships between CO2 and temperature elevation: (1) responses to EC do not depend on temperature (nitrogen, C/N, leaf toughness, phenolics in angiosperm leaves), (2) responses to EC are mitigated by ET (sugars and starch, terpenes in needles of gymnosperms, insect performance) and (3) effects emerge only under ECET (nitrogen in gymnosperms, and phenolics and terpenes in woody tissues). This result indicates that conclusions of CO2 elevation studies cannot be directly extrapolated to a more realistic climate change scenario. The predicted negative effects of CO2 elevation on herbivores are likely to be mitigated by temperature increase."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch73"
"X.ISI.000275002900027","Dissipation of polycyclic aromatic hydrocarbons (PAHs) in the rhizosphere: Synthesis through meta-analysis",2010,1,1,"ENVIRONMENTAL POLLUTION","",158,NA,"855-861","Ma, Bin and He, Yan and Chen, Huai-hai and Xu, Jian-ming and Rengel, Zed","10.1016/j.envpol.2009.09.024","",NA,NA,"Polycyclic aromatic hydrocarbons (PAHs) are widespread and persistent organic pollutants with high carcinogenic effect and toxicity; their behavior and fate in the soil-plant system have been widely investigated In the present paper. mete-analysis was used to explore the interaction between plant growth and dissipation of PAHs in soil based on the large body of published literature Plants have a promoting effect on PAH dissipation in soils There was no difference in PAH dissipation between soils contaminated with single and mixed PAHs However, plants had a more obvious effect on PAH dissipation in freshly-spiked soils than in long-term field-polluted soils Additionally, a positive effect of the number of microbial populations capable of degrading PAHs was observed in the rhizosphere compared with the bulk soil Our mete-analysis established the importance of the rhizosphere effect on PAH dissipation in variety of the soil-plant systems. (C) 2009 Elsevier Ltd All rights reserved."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch74"
"X.ISI.000376691600001","THE QUARTERLY REVIEW OF BIOLOGY",2016,1,1,"QUARTERLY REVIEW OF BIOLOGY","",91,NA,"120-131","Kremer, Stefan C. and Cottenie, Karl",NA,"",NA,NA,"It is often argued that ecological communities admit of no useful generalizations or ``laws{''} because these systems are especially prone to contingent historical events. Detractors respond that this argument assumes an overly stringent definition of laws of nature. Under a more relaxed conception, it is argued that ecological laws emerge at the level of communities and elsewhere. A brief review of this debate reveals an issue with deep philosophical roots that is unlikely to be resolved by a better understanding of generalizations in ecology. We therefore propose a strategy for transforming the conceptual question about the nature of ecological laws into a set of empirically tractable hypotheses about the relative resilience of ecological generalizations across three dimensions: taxonomy, habitat type, and scale. These hypotheses are tested using a survey of 240 meta-analyses in ecology. Our central finding is that generalizations in community ecology are just as prevalent and as resilient as those in population or ecosystem ecology. These findings should help to establish community ecology as a generality-seeking science as opposed to a science of case studies. It also supports the capacity for ecologists, working at any of the three levels, to inform matters of public policy."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch75"
"X.ISI.000376835000017","Continuous but diverse advancement of spring-summer phenology in response to climate warming across the Qinghai-Tibetan Plateau",2016,1,1,"AGRICULTURAL AND FOREST METEOROLOGY","0168-1923",223,NA,"194-202","Zheng, Zhoutao and Zhu, Wenquan and Chen, Guangsheng and Jiang, Nan and Fan, Deqin and Zhang, Donghai","10.1016/j.agrformet.2016.04.012","",NA,NA,"The Qinghai-Tibetan Plateau (QTP) is more vulnerable and sensitive to climate change than many other regions worldwide because of its high altitude, permafrost geography, and harsh physical environment. As a sensitive bio-indicator of climate change, plant phenology shift in this region has been intensively studied during the recent decades, primarily based on satellite-retrieved data. However, great controversy still exists regarding the change in direction and magnitudes of spring-summer phenology. Based on a large number (11,000+ records) of long-term and continuous ground observational data for various plant species, our study intended to more comprehensively assess the changing trends of spring-summer phenology and their relationships with climatic change across the QTP. The results indicated a continuous advancement (-2.69 days decade(-1)) in spring-summer phenology from 1981 to 2011, with an even more rapid advancement during 2000-2011 (-3.13 days decade-1), which provided new field evidence for continuous advancement in spring-summer phenology across the QTP. However, diverse advancing rates in spring-summer phenology were observed for different vegetation types, thermal conditions, and seasons. The advancing trends matched well with the difference in sensitivity of spring-summer phenology to increasing temperature, implying that the sensitivity of phenology to temperature was one of the major factors influencing spring-summer phenology shifts. Besides, increased precipitation could advance the spring-summer phenology. The response of spring-summer phenology to temperature tended to be stronger from east to west across all species, while the response to precipitation showed no consistent spatial pattern. (C) 2016 Elsevier B.V. All rights reserved."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch76"
"X.ISI.000432467700020","Individual and combined effects of multiple global change drivers on terrestrial phosphorus pools: A meta-analysis",2018,1,1,"SCIENCE OF THE TOTAL ENVIRONMENT","",630,NA,"181-188","Yue, Kai and Yang, Wanqin and Peng, Yan and Peng, Changhui and Tan, Bo and Xu, Zhenfeng and Zhang, Li and Ni, Xiangyin and Zhou, Wei and Wu, Fuzhong","10.1016/j.scitotenv.2018.02.213","",NA,NA,"Human activity-induced global change drivers have dramatically changed terrestrial phosphorus (P) dynamics. However, our understanding of the interactive effects of multiple global change drivers on terrestrial P pools remains elusive, limiting their incorporation into ecological and biogeochemical models. We conducted a meta analysis using 1751 observations extracted from 283 published articles to evaluate the individual, combined, and interactive effects of elevated CO2, warming, N addition, P addition, increased rainfall, and drought on P pools of plant (at both single-plant and plant-community levels), soil and microbial biomass. Our results suggested that (1) terrestrial P pools showed the most sensitive responses to the individual effects of warming and P addition; (2) P pools were consistently stimulated by P addition alone or in combination with simultaneous N addition; (3) environmental and experimental setting factors such as ecosystem type, climate, and latitude could significantly influence both the individual and combined effects; and (4) the interactive effects of two driver pairs across multiple global change drivers are more likely to be additive rather than synergistic or antagonistic. Our findings highlighting the importance of additive interactive effects among multiple global change drivers on terrestrial P pools would be useful for incorporating P as controls on ecological processes such as photosynthesis and plant growth into ecosystem models used to analyze effects of multiple drivers under future global change. (C) 2018 Elsevier B.V. All rights reserved."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch77"
"Yang20052083","Effects of zooplankton grazing on colony formation in algae: A review",2005,1,1,"Acta Ecologica Sinica","",25,NA,"2083-2089","Yang, Z. and Kong, F.-X.",NA,"",NA,NA,"In order to understand the mechanisms of bloom formation in cyanobacteria (blue-green algae), we reviewed the literature on inducing effects of grazing pressure of zooplankton on colony formation in algae. These published studies demonstrated that effect of colony-inducing compounds released by herbivorous zooplankton is a key factor in colony formation of algae. The inducing chemicals are not the functional constituents of the organisms involved but the result of the interaction between species. Probably two different mechanisms are involved in the colony formation. One mechanism such as in Scenedesmus spp., is that colonies are formed when daughter cells of a recently divided cell fail to separate during reproduction, the other is that colonies are formed through adhesion of already existing single cells, such as in Microcystis aeruginosa. Because a high proportion of colonies could significantly reduce the grazing rate of zooplankton, algal colony formation may be interpreted as an induced defense strategy against grazing to pare down mortality due to animal grazing. If colony formation in cyanobacteria is induced by the grazing pressure in eutrophic waters then visible blooms will occur when colonies accumulate to certain magnitudes under favorable hydrometeorological conditions. It is therefore important to conduct research on the early stage of colony formation in cyanobacteria induced by grazing pressure of herbivorous zooplankton to understand the bloom formation and to provide insights into the adaptive mechanisms of inducing defense against grazing in algae as one of the complex interactions among organisms in aquatic ecosystems."," RAYYAN-INCLUSION: {""Alfredo""=>true}","Gurevitch78"
