"label","title","author","journal","issn","volume","pages","year","doi","abstract","duplicate_group","n_duplicates"
"Sevillano_2010_BiolCont","Natural enemy density and soil type influence growth and survival of Melaleuca quinquenervia seedlings","Sevillano, L. and Horvitz, C.C. and Pratt, P.D.","Biological Control","10499644","53","168-177","2010","10.1016/j.biocontrol.2010.01.006","Multiple insects are commonly introduced as biological control agents to reduce the performance of invasive plants. Little is known about the species-specific contributions of co-existing agents, and about the effects of insect density on the control of invasive plants. Several agents are expected to strengthen the control. The effects of insect type, density, and soil type on seedling survival and growth of the invasive tree Melaleuca quinquenervia were investigated in Florida. The biological control agents are Oxyops vitiosa (weevil) and Boreioglycaspis melaleucae (psyllid). A three-way factorial shade-house experiment was conducted, manipulating weevil density (zero/low/high), psyllid density (zero/low/high), and soil type (organic/sandy). Only high densities of one or both insects combined consistently reduced plant survival or growth; low densities did not. Overall, psyllids had stronger effects than weevils and for some performance parameters, the effects of one insect depended not only on its density but also on the density of the other insect. Interaction effects between insects were sometimes positive (i.e. seedling survival was lowest when both insects were in high densities). In other cases, high densities of only one agent were enough to reduce plant growth. Plants perform better on organic soils than on sandy soils. Weevils were more effective in reducing biomass on organic soils, while psyllids were more effective in reducing survival on sandy soils. Seedlings compensated for damage by producing more leaves, with the highest standing leaf crop at intermediate insect densities. These results show that the effectiveness of biological control on M. quinquenervia seedlings varies with insect species and depends upon insect density and soil type.  2010 Elsevier Inc.",248,2
"Shibel_2016_Bota","Synergistic and additive effects of drought stress and simulated herbivory on two goldenrods, Solidago altissima and S. gigantea","Shibel, Z. and Heard, S.B.","Botany","19162804","94","635-642","2016","10.1139/cjb-2016-0060","Understanding the combined effects of stressors on plants is important for understanding how they will tolerate herbivory and other damage under unfavorable conditions. When two stresses have synergistic effects, plants may experience particularly strong impacts. We examined individual and combined effects of drought stress and clipping (simulated herbivory) on two species of goldenrods (Solidago altissima L. and S. gigantea Ait.). Each stress reduced production of most plant structures, with drought stress having stronger impacts than clipping. The effects of the two stresses were additive for S. gigantea but synergistic for S. altissima, at least for aboveground biomass and inflorescence biomass. Both species, when under stress, reallocated resources toward asexual reproduction (rhizomes) and away from sexual reproduction (inflorescences). Our results suggest that even closely related plants may tolerate damage differently when under abiotic stresses, and that predicting the additive vs. synergistic action of combined stresses will be difficult.  2016 Canadian Science Publishing. All rights reserved.",249,2
"Silvers_2008_JoofAqPlMa","Shoot demographics for Melaleuca and impacts of simulated herbivory on vegetative development","Silvers, C.S. and Pratt, P.D. and Rayamajhi, M.B. and Center, T.D.","Journal of Aquatic Plant Management","01466623","46","121-125","2008",NA,NA,250,2
"Soti_2010_BiolCont","Does water hyacinth (Eichhornia crassipes) compensate for simulated defoliation? Implications for effective biocontrol","Soti, P.G. and Volin, J.C.","Biological Control","10499644","54","35-40","2010","10.1016/j.biocontrol.2010.01.008","Biocontrol agents of water hyacinth (Eichhornia crassipes), one of the most ubiquitous invasive aquatic species in the world, were introduced in the waterways of Florida, USA, more than 30 years ago but have not been as successful as expected. The high nutrient, high light, warm year-round temperatures and lack of natural predators provide an optimal growth environment for the plant. The current study was designed to test if a compensatory response by the water hyacinth plants to low levels of biomass removal was one of the reasons for the ineffectiveness of biocontrol agents in the successful control of water hyacinth. The plants were exposed to two levels of nutrient (high and low) and three levels (0%, 10% and 80%) of simulated herbivory treatment. The effect of the nutrient and repeated (i.e., chronic) defoliation treatments was determined after 6 weeks. Plants with 10% defoliation did not show any significant difference from control plants in biomass allocation or relative growth rate (RGR) in either nutrient concentration, while 80% defoliation caused a significant decrease in the final RGR under high and low nutrient treatments. High nutrient treatment resulted in higher RGR and allocation to asexual reproduction resulting in higher biomass accumulation compared to the low nutrient treatment, which had higher root growth and allocation to sexual reproduction. Results from this study indicate that water hyacinth can fully compensate for low levels of continuous defoliation regardless of the nutrient concentration, which has implications and important considerations for biocontrol strategies.  2010 Elsevier Inc. All rights reserved.",251,2
"Speed_2014_Oiko","General and specific responses of understory vegetation to cervid herbivory across a range of boreal forests","Speed, J.D.M. and Austrheim, G. and Hester, A.J. and Meisingset, E.L. and Mysterud, A. and Tremblay, J.-P. and ien, D.-I. and Solberg, E.J.","Oikos","00301299","123","1270-1280","2014","10.1111/oik.01373","Understanding the responses of ecological communities to perturbation is a key challenge within contemporary ecology research. In this study we seek to separate specific community responses from general community responses of plant communities to exclusion of large cervid herbivores. Cervid herbivory and forestry are the main drivers of vegetation structure and diversity in boreal forests. While many studies focus on the impact of cervids on trees, a high proportion of the biodiversity and ecosystem services in boreal forests is found in the field layer. However, experimental approaches investigating the influence of herbivory on understory vegetation are highly localised. In this study we use a regional-scale design with 51 sites in four boreal forest regions of Norway, to investigate the influence of cervid herbivory on the physical and ecological structure of field layer vegetation. Our study sites cover a range of forest types differing in productivity, management and dominant cervid species, allowing us to identify generic responses and those that are specific to particular conditions. We found that the height of the field layer and the abundances of individual species were most susceptible to change following short-term cervid exclusion across different forest types and cervid species. Total vegetation density and vascular plant diversity did not respond to cervid exclusion on the same time scale. We also found that the field-layer vegetation in clear-cut forests used by moose was more susceptible to change following cervid exclusion than mature forests used by red deer, but no strong evidence that the response of vegetation to herbivore exclusion varied with productivity. Our study suggests that the parameters that respond to cervid exclusion are consistent across forest types, but that the responsiveness of different forest types is idiosyncratic and hard to predict.  2014 The Authors. Oikos  2014 Nordic Society Oikos.",252,2
"Speranza_2016_HaofPlanCrStThEd","Involvement of insect pests in plant and crop stress","Speranza, S. and Mazzaglia, A. and Harfouche, A. and Heydari, A.","Handbook of Plant and Crop Stress, Third Edition",NA,NA,"747-771","2016",NA,NA,253,1
"Stahlheber_2013_BiolCons","Using livestock to manage plant composition: A meta-analysis of grazing in California Mediterranean grasslands","Stahlheber, K.A. and D'Antonio, C.M.","Biological Conservation","00063207","157","300-308","2013","10.1016/j.biocon.2012.09.008","The use of livestock to manage vegetation composition has become a common element of conservation planning in many regions of the world. Similar to many arid and semi-arid grasslands throughout the world, California grasslands have a history of invasion by non-native grasses and forbs. Attempts to restore native plant populations using managed grazing are common, despite the lack of an overarching quantitative basis for assessing livestock effects on different plant groups. Given the wide range of soils, climate and topography over which grasslands are found, it is important to understand the context-dependency of grazing effects across a region. We performed a meta-analysis of livestock grazing within California grasslands to investigate the response of different plant groups to grazing relative to precipitation, grassland type, soil and grazing regime. We found that exotic forbs showed a dramatic, uniform increase in cover with grazing, but no increase in richness. By contrast, native forbs increased in richness yet their cover response was weak and variable depending on grazing regime and precipitation. Exotic grass cover was unaffected while richness was enhanced by grazing. Native grass cover generally increased with grazing, although the high variation among studies was not predicted by the explanatory variables we evaluated. These results lend support to the use of grazing to enhance native forb richness and native grass cover in some settings although this must be weighed against increases in the cover of exotic forbs.  2012 Elsevier Ltd.",254,2
"Stahlheber_2017_RAEC..MA","Livestock Exclusion Impacts on Oak Savanna Habitats-Differential Responses of Understory and Open Habitats","Stahlheber, Karen A. and D'Antonio, Carla M. and Tyler, Claudia M.","RANGELAND ECOLOGY \& MANAGEMENT","1550-7424","70","316-323","2017","10.1016/j.rama.2016.10.003","Large grazing animals can have profound impacts on plant communities and soil properties; however, these impacts are not always uniform across or within regions. The distribution of features such as forage quality, water, or shade within a pasture can change the behavior of grazers and thus, the impact of their grazing. Where managed livestock grazing has been proposed as a conservation tool to enhance or maintain desirable plant communities, understanding how spatial variation between tree and intertree habitats within a savanna landscape affects the response of vegetation and soil properties to grazing will be critical for designing management plans for different sites. In this study, we used a previously established, long-term livestock grazing experiment in California oak {[}Quercus L.] savannas to investigate how the removal of grazing affected plant communities and soil characteristics underneath and outside of isolated tree canopies. In the oak understory, plant community composition shifted in response to livestock removal, largely due to a 68-400\% increase in the relative cover of native species. Overall plant community composition in open grassland neighboring trees changed little in response to livestock grazing removal, yet we did see a decrease in species richness and diversity surrounding deciduous oaks as the dominance of the exotic annual Bromus diandrus Roth increased. The depth of plant litter increased 1 2 cm in both habitat types when livestock grazing was absent, along with minor changes in soil carbon, nitrogen, and bulk density. These results highlight how different habitat patches within savanna landscape can have varying responses to grazing removal and illustrate how challenging it will be to use grazing as a management tool to enhance the diversity of native species. In the oak understory, native species that are tolerant of herbivory may be absent or unable to coexist with non-native annual grasses. The abundance of understory habitat at a particular site may therefore be an important variable predicting the outcome of livestock grazing. (C) 2017 The Society for Range Management. Published by Elsevier Inc. All rights reserved.",255,2
"Staley_2008_BasandAppEco","Drought impacts on above-belowground interactions: Do effects differ between annual and perennial host species?","Staley, J.T. and Mortimer, S.R. and Morecroft, M.D.","Basic and Applied Ecology","14391791","9","673-681","2008","10.1016/j.baae.2007.10.006","Root herbivores can have a positive or negative effect on the abundance and/or performance of foliar phytophages. In addition, abiotic factors such as drought can either strengthen or weaken this effect, depending on the system under investigation. One explanation for these varying responses lies in differences in the physiological response of host plants to drought and root herbivores. Here, the impacts of root phytophages on a leaf-mining species feeding on annual and perennial plant species (four Sonchus species) were compared. The responses of plants and leaf-miners to drought and root herbivore treatments were not related to whether the host plant was an annual or perennial. However, where root feeders did affect foliar phytophage performance, this occurred only under a drought treatment, demonstrating the potential for climate change to alter the outcome of plant-mediated interactions.  2007 Gesellschaft fr kologie.",256,2
"Staley_2011_ProfthRoSoB.BiSc","Plant nutrient supply determines competition between phytophagous insects","Staley, J.T. and Stafford, D.B. and Green, E.R. and Leather, S.R. and Rossiter, J.T. and Poppy, G.M. and Wright, D.J.","Proceedings of the Royal Society B: Biological Sciences","09628452","278","718-724","2011","10.1098/rspb.2010.1593","Indirect competition is often mediated by plant responses to herbivore feeding damage and is common among phytophagous insect species. Plant-mediated responses may be altered by abiotic conditions such as nutrient supply, which can affect plant growth, morphology, and the concentration of primary and secondary metabolites. Nutrient supply can be manipulated by the type and amount of fertilizer applied to a plant. Brassica oleracea plants were grown in several types of fertilizer, including those commonly used in sustainable and conventional agricultural systems. The occurrence of indirect competition between two phytophagous species from different feeding guilds (a phloem-feeder and leaf-chewer) was assessed. The leaf-chewer reduced aphid populations on plants growing in most fertilizer treatments, but not on those in the ammonium nitrate fertilizer treatment, which caused the highest concentration of foliar nitrogen. The potential consequences of our findings are discussed for phytophagous species in conventional and sustainable agricultural systems. This journal is  2011 The Royal Society.",257,1
"Staley_2011_PROFTHROSOB.SC","Plant nutrient supply determines competition between phytophagous insects","Staley, Joanna T. and Stafford, David B. and Green, Emma R. and Leather, Simon R. and Rossiter, John T. and Poppy, Guy M. and Wright, Denis J.","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452","278","718-724","2011","10.1098/rspb.2010.1593","Indirect competition is often mediated by plant responses to herbivore feeding damage and is common among phytophagous insect species. Plant-mediated responses may be altered by abiotic conditions such as nutrient supply, which can affect plant growth, morphology, and the concentration of primary and secondary metabolites. Nutrient supply can be manipulated by the type and amount of fertilizer applied to a plant. Brassica oleracea plants were grown in several types of fertilizer, including those commonly used in sustainable and conventional agricultural systems. The occurrence of indirect competition between two phytophagous species from different feeding guilds (a phloem-feeder and leaf-chewer) was assessed. The leaf-chewer reduced aphid populations on plants growing in most fertilizer treatments, but not on those in the ammonium nitrate fertilizer treatment, which caused the highest concentration of foliar nitrogen. The potential consequences of our findings are discussed for phytophagous species in conventional and sustainable agricultural systems.",258,1
"Stephens_2013_EcolEnto","Influences of two life-history stages of the weevil, Larinus minutus, on its host plant Centaurea diffusa","Stephens, A.E.A. and Myers, J.H.","Ecological Entomology","03076946","38","40-48","2013","10.1111/j.1365-2311.2012.01403.x","We hypothesised that, for weed biological control, using species that feed as both adults and larvae would be advantageous. Here, we test the impacts of adult and larval feeding of Larinus minutus (Col.: Curculionidae), a successful biological control agent of diffuse knapweed, Centaurea diffusa (Asteraceae), in British Columbia, Canada. At one site, the observations of the present study showed that the intensity of adult weevil feeding did not predict the level of larval attack. Experiments found no evidence for plant-mediated competition between the life-history stages. At two sites and in two years, experimental manipulations of adult and/or larval feeding damage were conducted and plant performance measured. Neither antagonistic nor synergistic interactions occurred, but at each of the two sites a different life-history stage was responsible for reduction in the number of seeds produced by the plants. Although one of the two different feeding modes was redundant at each site, the ability of adults and larvae to reduce plant performance in different areas makes the species effective in a wider range of environments.  2013 The Royal Entomological Society.",259,2
"Stephens_2015_Oiko","Effects of insect attack to stems on plant survival, growth, reproduction and photosynthesis","Stephens, A.E.A. and Westoby, M.","Oikos","00301299","124","266-273","2015","10.1111/oik.01809","Studies of insect herbivory have mostly focused on leaf-feeding even though most woody plant biomass is stem tissue. Attack to stems has the potential to be more detrimental to plant performance than attack to leaves. Here we asked how severe is the impact of insect stem herbivory on plant performance. We quantify the effect of insect stem herbivory via a meta-analysis of 119 papers in 100 studies (papers by the same authors were treated as the same study). These studies involved 92 plant species and 70 species of insect herbivore (including simulated herbivory). Attack to plant stems reduced plant performance by an average of approximately 22%. Stem herbivory had greatest impacts on plant and branch survival, which was reduced by 63%. Measures of plant reproduction and vegetative biomass were reduced by 33% and 16% respectively, while measurements of photosynthetic rate were not significantly different between plants with and without stem herbivore attack. Stem herbivory led to a decline in leader performance but an increase in performance of laterals, highlighting the importance of plant compensation. Juvenile plants were more severely affected by stem herbivory than adult plants, and studies conducted in greenhouses found more severe effects than studies conducted in the field. Stem herbivory did not have a significant effects on any of the non-performance responses measured (defence compounds, SLA, root:shoot, phenology and plant carbon and nitrogen). We compare our results with results from various meta-analyses considering herbivory on other plant parts. The impact of insect herbivory to stems on plant performance appears at least as severe as insect herbivory to roots and leaves, if not more.  2014 The Authors.",260,2
"Steven_2017_Bota","Drought and simulated deer herbivory reduce growth in atlantic white cedar seedlings","Steven, J.C. and Gaddis, A.L.","Botany","19162804","95","531-538","2017","10.1139/cjb-2016-0207","White-tailed deer are overabundant in much of eastern North America and may be suppressing regeneration in some tree species. Herbivory initially reduces plant biomass, but it has the potential to stimulate compensatory growth. However, stressful environmental conditions may reduce recovery from herbivory. Seedlings of Atlantic white cedar, Chamaecyparis thyoides (L.) Britton, Sterns & Poggenb., are frequently browsed by white-tailed deer and also experience both flooded and dry soils in natural habitats.Weconducted a growth chamber experiment to test for a potential interaction between simulated deer browsing and water availability treatments on seedling height, stem diameter, and above- and belowground biomass. Of the 180 study plants, half were subjected to an initial clipping treatment, and all plants were then exposed to high, intermediate, or low water availability for 90 days.Wefound that, over the short term, seedlings in favorable growing conditions could not compensate for lost biomass after simulated browsing. Drought reduced shoot biomass, and flooded soils reduced root but not shoot growth. Water stress and herbivory did not interact to reduce growth more than the effect of each treatment separately. In general, the effect of water stress on plant size was greater than the effect of simulated herbivory.  2017, Canadian Science Publishing. All rights reserved.",261,2
"Stevens_2007_EvolEcol","Resistance and tolerance in Populus tremuloides: Genetic variation, costs, and environmental dependency","Stevens, M.T. and Waller, D.M. and Lindroth, R.L.","Evolutionary Ecology","02697653","21","829-847","2007","10.1007/s10682-006-9154-4","Plants defend themselves against herbivores via resistance, which reduces damage, and tolerance, which minimizes the negative effects of damage. Theory predicts the existence of tradeoffs between defense and growth, as well as between resistance and tolerance, that could maintain the genetic variation for resistance and tolerance often observed in plant populations. We examined resistance and tolerance among aspen (Populus tremuloides) trees grown under divergent soil nutrient regimes. This common garden experiment revealed substantial genetic variation for resistance and tolerance under both low- and high-nutrient conditions. Costs of resistance exist, particularly under high-nutrient conditions where allocation to resistance chemicals competes directly with growth for limited carbon resources. We found no significant costs of tolerance, however, under either nutrient condition. Despite genetic variation for both resistance and tolerance, we found no evidence for a tradeoff between these two defense traits suggesting that resistance and tolerance are complementary, rather than mutually exclusive, defenses in aspen.  2007 Springer Science+Business Media, Inc.",262,2
"Stevens_2008_FuncEcol","Variation in tolerance to herbivory is mediated by differences in biomass allocation in aspen","Stevens, M.T. and Kruger, E.L. and Lindroth, R.L.","Functional Ecology","02698463","22","40-47","2008","10.1111/j.1365-2435.2007.01356.x","1. Herbivore damage can select for tolerance in plant populations where genetic variation for tolerance exists. The causes underlying variation in tolerance are not fully resolved. We assessed the importance of two potential mechanisms for tolerance by examining its relationship with leaf photosynthetic rate and relative biomass allocation across plant organs. 2. We monitored responses of 12 aspen (Populus tremuloides) genotypes, grown in a common garden under two levels of nutrient availability, to defoliation in two successive seasons. Tolerance of each genotype was calculated as the difference in growth between defoliated and undefoliated trees grown under the same nutrient conditions. 3. Although light-saturated leaf photosynthesis increased in response to nutrient addition and defoliation, it did not vary among genotypes and was not correlated with tolerance. 4. Tolerance was, however, correlated with patterns of biomass allocation. Under low-nutrient conditions it was positively correlated with the proportion of biomass in stems just prior to defoliation, while under high-nutrient conditions it was correlated with greater allocation to stems in response to damage. 5. Herbivores may select for specific patterns of biomass allocation in trees, and do so differently in different environments. The positive correlation between tolerance and relative allocation to stems, as opposed to roots, runs counter to reports from studies of herbaceous species and underscores the need for further exploration of mechanisms of tolerance in woody plants.  2007 The Authors.",263,2
"Stoll_2006_BasandAppEco","Experimental habitat fragmentation and invertebrate grazing in a herbaceous grassland species","Stoll, P. and Dolt, C. and Goverde, M. and Baur, B.","Basic and Applied Ecology","14391791","7","307-319","2006","10.1016/j.baae.2005.09.001","A field experiment was conducted to examine the effects of habitat fragmentation on herbivore damage to individually tagged leaves of Betonica officinalis rosettes. Fragments of different size and corresponding control plots were established at three study sites in nutrient-poor calcareous grasslands in the northern Swiss Jura mountains. Leaf damage was recorded three times over the growing season (late spring, summer and early autumn). Five years after the initiation of the fragmentation, the density of rosettes did not differ between fragments and control plots. The number of leaves per rosette was higher in fragments than in control plots in summer but not in late spring and early autumn. The extent of leaf damage, expressed as proportion of leaf area removed by invertebrate herbivores, increased over the vegetation period. Leaf damage was greater in fragments than in control plots at two study sites, whereas the opposite (less strongly expressed) was found at the third site. Number of species and density (individuals per m2) of potential herbivores (gastropods and grasshoppers) were recorded in all fragments and control plots. Effects of fragmentation on the number of species and densities depended on plot size and differed between gastropods and grasshoppers. Leaf damage in fragments increased with increasing density of gastropods if the third site, which had lowest leaf damage, was excluded. Such a positive relationship was neither found in control plots nor for grasshopper densities. Thus, movement of gastropods in fragments was probably restricted which resulted in increased feeding pressure at least in two sites. However, even if our fragmentation experiment was well designed and replicated, the interpretation of these experimental results remains difficult because there was large site-to-site and seasonal variation.  2005 Gesellschaft fr kologie.",264,2
"Strong_2010","Human Involvement in Food Webs","Strong, Donald R. and Frank, Kenneth T.",NA,"1543-5938","35","1+","2010","10.1146/annurev-environ-031809-133103","Human involvement in food webs has been profound, bringing about enormous and disproportionate losses of large apex predators on land and in water. The losses have modified or even eliminated concatenations of indirect interactions propagating from predators to herbivores to plants, inter alia. Food webs are a synthesis of bottom-up energy and nutrient flow from plant producers to consumers and top-down regulation of producers by consumers. The trophic cascade is the simplest top-down interaction and accounts for a great deal of what is known about food webs. In three-link cascades, predators suppress herbivores, releasing plants. In longer cascades, predators can suppress smaller mesopredators, releasing their prey animals. Hunting, fishing, and whaling have brought parallel losses of large apex predators to food webs. Without apex predators, smaller mesopredators have often become superabundant, sometimes with unprecedented suppression of their prey, extinctions, and endangerment. Flourishing mesopredators also can reverse the web regulation and suppress apex predators that have become rare owing to hunting and fishing. This can prevent fisheries recovery and lead to persistent alternative ecosystem states. Although food-web modules of large animals are increasingly well understood, the parts of webs consisting of small inconspicuous organisms, such as mutualists and parasites, and webs in obscure places, such as in the soil, are much of the challenge of future research.",265,2
"Sullivan_2007_NewPhy","Symbiont-mediated changes in Lolium arundinaceum inducible defenses: Evidence from changes in gene expression and leaf composition","Sullivan, T.J. and Rodstrom, J. and Vandop, J. and Librizzi, J. and Graham, C. and Schardl, C.L. and Bultman, T.L.","New Phytologist","0028646X","176","673-679","2007","10.1111/j.1469-8137.2007.02201.x","Plants have multiple strategies to deal with herbivory, ranging from chemical or physical defenses to tolerating damage and allocating resources for regrowth. Grasses usually tolerate herbivory, but for some cool-season grasses, their strategy may depend upon their interactions with intracellular symbionts. Neotyphodium endophytes are common symbionts in pooid grasses, and, for some host species, they provide chemical defenses against both vertebrate and invertebrate herbivores.  Here, it was tested whether defenses provided by Neotyphodium coenophialum in Lolium arundinaceum (tall fescue) are inducible by both mechanical damage and herbivory from an invertebrate herbivore, Spodoptera frugiperda (fall armyworm), via a bioassay and by quantifying mRNA expression for lolC, a gene required for loline biosysnthesis.  Both mechanical and herbivore damage had a negative effect on the reproduction of a subsequent herbivore, Rhopalosiphum padi (bird cherry-oat aphid), and herbivore damage caused an up-regulation of lolC. Uninfected grass hosts also had significantly higher foliar N% and lower C : N ratio compared with infected hosts, suggesting greater allocation to growth rather than defense.  For L. arundinaceum, N. coenophialum appears to switch its host's defensive strategy from tolerance via compensation to resistance.  The Authors (2007).",266,2
"Sun_2009_BiolCont","Effects of simulated herbivory and resource availability on the invasive plant, Alternanthera philoxeroides in different habitats","Sun, Y. and Ding, J. and Ren, M.","Biological Control","10499644","48","287-293","2009","10.1016/j.biocontrol.2008.12.002","In biological control programs, the insect natural enemy's ability to suppress the plant invader may be affected by abiotic factors, such as resource availability, that can influence plant growth and reproduction. Understanding plant tolerance to herbivory under different environmental conditions will help to improve biocontrol efficacy. The invasive alligator weed (Alternanthera philoxeroides) has been successfully controlled by natural enemies in many aquatic habitats but not in terrestrial environments worldwide. This study examined the effects of different levels of simulated leaf herbivory on the growth of alligator weed at two levels of fertilization and three levels of soil moisture (aquatic, semi-aquatic, and terrestrial habitats). Increasing levels of simulated (manual) defoliation generally caused decreases in total biomass in all habitats. However, the plant appeared to respond differently to high levels of herbivory in the three habitats. Terrestrial plants showed the highest below-above ground mass ratio (R/S), indicating the plant is more tolerant to herbivory in terrestrial habitats than in aquatic habitats. The unfertilized treatment exhibited greater tolerance than the fertilized treatment in the terrestrial habitat at the first stage of this experiment (day 15), but fertilizer appears not to have influenced tolerance at the middle and last stages of the experiment. No such difference was found in semi-aquatic and aquatic habitats. These findings suggest that plant tolerance is affected by habitats and soil nutrients and this relationship could influence the biological control outcome. Plant compensatory response to herbivory under different environmental conditions should, therefore, be carefully considered when planning to use biological control in management programs against invasive plants.  2008 Elsevier Inc. All rights reserved.",267,2
"Sun_2010_WeedRese","Effects of resource availability on tolerance of herbivory in the invasive Alternanthera philoxeroides and the native Alternanthera sessilis","Sun, Y. and Ding, J. and Frye, M.J.","Weed Research","00431737","50","527-536","2010","10.1111/j.1365-3180.2010.00822.x","Summary: Resource availability is known to affect herbivore selectivity and the ability of plants to respond to herbivores. However, little information is available for the performance of invasive plants subject to insect herbivory and limited resources availability. We conducted a glasshouse experiment using both the invasive Alternanthera philoxeroides and its native congener Alternanthera sessilis, to compare the effects of resource availability on plant tolerance to herbivory. The results suggest that water availability affects plant tolerance to herbivory, such that stressful water conditions promoted greater herbivore tolerance for A. philoxeroides and decreased herbivore tolerance for A. sessilis. The addition of fertiliser also affected the plant's ability to respond to herbivory. Fertilised plants of both species generated more biomass and had greater tolerance to herbivory than unfertilised plants. Adding fertiliser appeared to increase the compensation capacity to herbivory for A. philoxeroides. In unfertilised conditions, moisture had no effect on A. philoxeroides tolerance to herbivory, and plants performed better under drought conditions. The results of this study may help to further our understanding of why biological control efforts against A.philoxeroides have been successful in some aquatic environments, but not others. Our study suggests that control of A.philoxeroides in high-moisture and nutrient poor environments should be more effective than control under nutrient rich and low-moisture soils. Understanding the mechanism of invasive plant compensation under different environmental conditions will be important for improving and predicting management efficiency.  2010 The Authors. Weed Research  2010 European Weed Research Society.",268,2
"Suwa_2008_AmJoofBo","Influence of nutrient availability on the mechanisms of tolerance to herbivory in an annual grass, Avena barbata (Poaceae)","Suwa, T. and Maherali, H.","American Journal of Botany","00029122","95","434-440","2008","10.3732/ajb.95.4.434","Tolerance, or the capacity of a genotype to survive and reproduce following herbivore damage, varies widely across the plant kingdom. One proximate cause of this variation is resource availability, which can influence tolerance through mechanisms such as growth rate and photosynthesis. We examined the effect of high and low soil nutrient levels on the relationship between tolerance and two of its underlying mechanisms, biomass regrowth and photosynthetic upregulation, among genotypes of the Mediterranean annual grass Avena barbata. Although defoliated plants did not reach the same biomass as controls, biomass regrowth was higher at high nutrients. However, increased seed abortion at high nutrients caused tolerance to be the same in both nutrient treatments. Increased seed abortion also uncoupled biomass regrowth from tolerance at high nutrients. We found no evidence for photosynthetic upregulation in defoliated compared to control plants in either nutrient treatment. However, tolerance was positively correlated with predefoliation photosynthetic efficiency at high nutrients. Thus, constitutive photosynthetic efficiency may be a better predictor of tolerance than photosynthetic responses following herbivory in A. barbata. More generally, our results highlight the possibility that the mechanisms of tolerance can differ across resource environments even if tolerance is the same.",269,2
"Tanentzap_2012_BiolRevi","Carbon storage in terrestrial ecosystems: Do browsing and grazing herbivores matter?","Tanentzap, A.J. and Coomes, D.A.","Biological Reviews","14647931","87","72-94","2012","10.1111/j.1469-185X.2011.00185.x","Large mammalian herbivores manifest a strong top-down control on ecosystems that can transform entire landscapes, but their impacts have not been reviewed in the context of terrestrial carbon storage. Here, we evaluate the effects of plant biomass consumption by large mammalian herbivores (>10 kg adult biomass), and the responses of ecosystems to these herbivores, on carbon stocks in temperate and tropical regions, and the Arctic. We calculate the difference in carbon stocks resulting from herbivore exclusion using the results of 108 studies from 52 vegetation types. Our estimates suggest that herbivores can reduce terrestrial above- and below-ground carbon stocks across vegetation types but reductions in carbon stocks may approach zero given sufficient periods of time for systems to respond to herbivory (i.e. decades). We estimate that if all large herbivores were removed from the vegetation types sampled in our review, increases in terrestrial carbon stocks would be up to three orders of magnitude less than many of the natural and human-influenced sources of carbon emissions. However, we lack estimates for the effects of herbivores on below-ground biomass and soil carbon levels in many regions, including those with high herbivore densities, and upwards revisions of our estimates may be necessary. Our results provide a starting point for a discussion on the magnitude of the effects of herbivory on the global carbon cycle, particularly given that large herbivores are common in many ecosystems. We suggest that herbivore removal might represent an important strategy towards increasing terrestrial carbon stocks at local and regional scales within specific vegetation types, since humans influence populations of most large mammals.  2011 The Authors. Biological Reviews  2011 Cambridge Philosophical Society.",270,2
"Tao_2016_JoofEc","Arbuscular mycorrhizal fungi affect plant tolerance and chemical defences to herbivory through different mechanisms","Tao, L. and Ahmad, A. and de Roode, J.C. and Hunter, M.D.","Journal of Ecology","00220477","104","561-571","2016","10.1111/1365-2745.12535","Arbuscular mycorrhizal fungi (AMF) are ubiquitous plant symbionts that affect plant nutrient status, patterns of resource allocation and rates of plant growth. In addition, AMF influence the expression of plant defence, which may affect subsequent interactions between plants and higher trophic levels. Tolerance to herbivory and chemical defence represent two distinct defence strategies of plants, and there is accumulating evidence that AMF can influence each strategy separately. However, investigations on the simultaneous effects of AMF on tolerance and chemical defence mechanisms are lacking. Using six milkweed (Asclepias) species and three levels of AMF inoculum, we show that plant tolerance to herbivory increases with foliar P concentrations, while both foliar cardenolide concentration and latex exudation (major chemical defences in milkweeds) increase with foliar N concentrations, but decrease with plant growth rate. Additionally, foliar cardenolide concentration increases with foliar P concentration, and latex exudation increases with root biomass. Because AMF have significant effects on all of these traits (foliar N and P concentrations, root biomass and growth rate), AMF can change plant tolerance and chemical defence simultaneously, albeit through different mechanisms. Synthesis. Overall, plant tolerance and chemical defence to herbivores are affected by AMF through changes in basic plant physiology such as nutrient status, allocation patterns and growth rate, and our study suggests that it may be possible to predict effects of AMF on plant defences through these simple traits. Arbuscular mycorrhizal fungi (AMF) are plant symbiotic fungi, which can affect many plant traits. This study found that across six milkweed (Asclepias) species, AMF can affect plant tolerance and chemical defense to herbivores simultaneously through changes in basic plant physiology such as nutrient status, allocation patterns and growth rate.  2016 British Ecological Society.",271,2
